trip_id,pickup_datetime,dropoff_datetime,pickup_location_id,dropoff_location_id,passenger_count,trip_distance,fare_amount,tip_amount,total_amount,payment_type,vendor_id,trip_duration,pickup_hour,pickup_day,pickup_month,pickup_date,is_weekend,fare_per_km,tip_per
1313,2024-01-15 22:40:00,2024-01-15 23:36:00,233,169,1,4.93,137.65,7.48,145.13,Cash,1,56.0,22,Monday,January,2024-01-15,False,27.92,5.43
1314,2024-01-26 06:48:00,2024-01-26 07:21:00,221,261,2,11.46,269.34,18.47,287.81,Cash,1,33.0,6,Friday,January,2024-01-26,False,23.5,6.86
1315,2024-01-20 18:30:00,2024-01-20 18:55:00,47,125,2,11.85,266.13,31.1,297.23,Card,1,25.0,18,Saturday,January,2024-01-20,False,22.46,11.69
1316,2024-01-15 05:31:00,2024-01-15 06:53:00,127,131,1,1.39,89.6,15.48,105.08,Card,2,82.0,5,Monday,January,2024-01-15,False,64.46,17.28
1317,2024-01-01 22:21:00,2024-01-01 22:34:00,215,234,3,3.81,132.13,21.94,154.07,Card,1,13.0,22,Monday,January,2024-01-01,False,34.68,16.6
1318,2024-01-18 05:11:00,2024-01-18 06:02:00,7,154,5,5.44,165.8,14.14,179.94,Card,2,51.0,5,Thursday,January,2024-01-18,False,30.48,8.53
1319,2024-01-01 05:38:00,2024-01-01 06:58:00,184,125,2,3.73,129.84,9.45,139.29,Card,2,80.0,5,Monday,January,2024-01-01,False,34.81,7.28
1320,2024-01-05 02:15:00,2024-01-05 03:01:00,116,100,2,9.2,207.16,22.45,229.61,Card,1,46.0,2,Friday,January,2024-01-05,False,22.52,10.84
1321,2024-01-09 12:14:00,2024-01-09 13:09:00,52,53,3,24.15,499.82,91.21,591.03,Card,2,55.0,12,Tuesday,January,2024-01-09,False,20.7,18.25
1322,2024-01-08 21:04:00,2024-01-08 22:04:00,46,128,1,13.22,306.1,19.5,325.6,Cash,1,60.0,21,Monday,January,2024-01-08,False,23.15,6.37
1323,2024-01-02 05:10:00,2024-01-02 06:05:00,23,14,6,16.06,358.89,47.17,406.06,Card,2,55.0,5,Tuesday,January,2024-01-02,False,22.35,13.14
1324,2024-01-02 16:21:00,2024-01-02 17:35:00,131,5,2,9.55,215.66,13.66,229.32,Cash,2,74.0,16,Tuesday,January,2024-01-02,False,22.58,6.33
1325,2024-01-28 16:47:00,2024-01-28 17:11:00,127,250,1,8.76,216.08,26.04,242.12,Card,2,24.0,16,Sunday,January,2024-01-28,False,24.67,12.05
1326,2024-01-04 16:39:00,2024-01-04 17:10:00,196,27,2,1.56,74.06,5.11,79.17,Card,1,31.0,16,Thursday,January,2024-01-04,False,47.47,6.9
1327,2024-01-12 00:56:00,2024-01-12 01:38:00,48,125,1,13.01,282.06,17.5,299.56,Card,1,42.0,0,Friday,January,2024-01-12,False,21.68,6.2
1328,2024-01-09 06:38:00,2024-01-09 07:54:00,82,29,1,12.61,289.35,22.75,312.1,Card,1,76.0,6,Tuesday,January,2024-01-09,False,22.95,7.86
1329,2024-01-18 09:44:00,2024-01-18 10:53:00,109,3,2,4.79,155.55,13.73,169.28,Card,2,69.0,9,Thursday,January,2024-01-18,False,32.47,8.83
1330,2024-01-20 09:35:00,2024-01-20 10:33:00,263,228,2,19.34,405.97,37.12,443.09,Card,1,58.0,9,Saturday,January,2024-01-20,False,20.99,9.14
1331,2024-01-27 03:21:00,2024-01-27 03:49:00,31,137,2,12.82,296.28,43.49,339.77,Cash,2,28.0,3,Saturday,January,2024-01-27,False,23.11,14.68
1332,2024-01-21 15:11:00,2024-01-21 16:02:00,56,257,1,9.14,204.79,11.93,216.72,Card,2,51.0,15,Sunday,January,2024-01-21,False,22.41,5.83
1333,2024-01-04 08:06:00,2024-01-04 09:21:00,189,240,1,4.53,122.64,7.62,130.26,Cash,2,75.0,8,Thursday,January,2024-01-04,False,27.07,6.21
1334,2024-01-29 17:20:00,2024-01-29 18:47:00,5,160,2,14.25,314.4,24.62,339.02,Card,2,87.0,17,Monday,January,2024-01-29,False,22.06,7.83
1335,2024-01-09 11:02:00,2024-01-09 12:32:00,145,6,6,19.07,394.93,71.41,466.34,Card,1,90.0,11,Tuesday,January,2024-01-09,False,20.71,18.08
1336,2024-01-16 11:37:00,2024-01-16 12:44:00,196,143,3,7.77,206.55,29.8,236.35,Card,1,67.0,11,Tuesday,January,2024-01-16,False,26.58,14.43
1337,2024-01-14 13:41:00,2024-01-14 14:42:00,27,181,3,6.25,161.56,25.78,187.34,Card,2,61.0,13,Sunday,January,2024-01-14,False,25.85,15.96
1338,2024-01-21 02:01:00,2024-01-21 03:00:00,127,30,1,13.53,296.5,31.3,327.8,Card,2,59.0,2,Sunday,January,2024-01-21,False,21.91,10.56
1339,2024-01-12 15:34:00,2024-01-12 16:38:00,135,253,3,4.73,140.98,11.56,152.54,Card,2,64.0,15,Friday,January,2024-01-12,False,29.81,8.2
1340,2024-01-26 19:58:00,2024-01-26 21:04:00,23,40,1,17.0,354.19,19.73,373.92,Cash,1,66.0,19,Friday,January,2024-01-26,False,20.83,5.57
1341,2024-01-07 03:00:00,2024-01-07 03:34:00,117,187,1,15.53,346.79,42.75,389.54,Card,2,34.0,3,Sunday,January,2024-01-07,False,22.33,12.33
1342,2024-01-17 17:10:00,2024-01-17 17:36:00,8,227,1,3.09,109.56,14.92,124.48,Card,1,26.0,17,Wednesday,January,2024-01-17,False,35.46,13.62
1343,2024-01-03 22:32:00,2024-01-03 23:51:00,101,220,3,1.88,86.56,15.97,102.53,Card,1,79.0,22,Wednesday,January,2024-01-03,False,46.04,18.45
1344,2024-01-08 17:22:00,2024-01-08 18:50:00,261,43,1,15.89,351.51,64.09,415.6,Card,1,88.0,17,Monday,January,2024-01-08,False,22.12,18.23
1345,2024-01-11 10:23:00,2024-01-11 10:56:00,199,144,1,8.06,194.44,22.11,216.55,Card,2,33.0,10,Thursday,January,2024-01-11,False,24.12,11.37
1346,2024-01-06 13:27:00,2024-01-06 14:12:00,86,174,1,3.07,119.78,13.6,133.38,Card,1,45.0,13,Saturday,January,2024-01-06,False,39.02,11.35
1347,2024-01-13 10:25:00,2024-01-13 11:11:00,228,247,2,19.23,389.81,28.91,418.72,Card,1,46.0,10,Saturday,January,2024-01-13,False,20.27,7.42
1348,2024-01-30 00:26:00,2024-01-30 01:35:00,179,173,3,8.54,199.2,17.65,216.85,Card,1,69.0,0,Tuesday,January,2024-01-30,False,23.33,8.86
1349,2024-01-21 09:58:00,2024-01-21 10:33:00,240,41,1,12.03,285.07,53.84,338.91,Cash,1,35.0,9,Sunday,January,2024-01-21,False,23.7,18.89
1350,2024-01-24 19:08:00,2024-01-24 19:42:00,12,50,1,6.68,185.51,13.2,198.71,Card,1,34.0,19,Wednesday,January,2024-01-24,False,27.77,7.12
1351,2024-01-05 16:17:00,2024-01-05 16:39:00,234,180,1,16.06,340.72,66.54,407.26,Cash,2,22.0,16,Friday,January,2024-01-05,False,21.22,19.53
1352,2024-01-26 01:02:00,2024-01-26 01:23:00,183,159,1,8.24,207.47,26.08,233.55,Card,2,21.0,1,Friday,January,2024-01-26,False,25.18,12.57
1353,2024-01-18 17:10:00,2024-01-18 17:52:00,190,37,1,24.23,504.43,59.77,564.2,Card,1,42.0,17,Thursday,January,2024-01-18,False,20.82,11.85
1354,2024-01-14 11:46:00,2024-01-14 12:04:00,215,27,1,17.87,368.02,28.04,396.06,Cash,2,18.0,11,Sunday,January,2024-01-14,False,20.59,7.62
1355,2024-01-26 21:05:00,2024-01-26 22:28:00,258,256,2,4.28,118.81,17.73,136.54,Card,1,83.0,21,Friday,January,2024-01-26,False,27.76,14.92
1356,2024-01-13 09:30:00,2024-01-13 10:30:00,26,249,1,11.0,254.12,30.23,284.35,Cash,2,60.0,9,Saturday,January,2024-01-13,False,23.1,11.9
1357,2024-01-01 10:14:00,2024-01-01 10:40:00,82,181,3,10.25,228.78,24.16,252.94,Card,2,26.0,10,Monday,January,2024-01-01,False,22.32,10.56
1358,2024-01-16 02:56:00,2024-01-16 04:07:00,185,17,6,13.82,294.38,26.4,320.78,Card,1,71.0,2,Tuesday,January,2024-01-16,False,21.3,8.97
1359,2024-01-17 17:17:00,2024-01-17 18:17:00,62,125,1,21.21,448.53,26.9,475.43,Card,1,60.0,17,Wednesday,January,2024-01-17,False,21.15,6.0
1360,2024-01-07 12:14:00,2024-01-07 12:37:00,30,212,1,15.0,310.22,39.68,349.9,Cash,2,23.0,12,Sunday,January,2024-01-07,False,20.68,12.79
1361,2024-01-25 14:35:00,2024-01-25 15:36:00,31,237,2,2.48,109.14,10.58,119.72,Cash,2,61.0,14,Thursday,January,2024-01-25,False,44.01,9.69
1362,2024-01-22 11:07:00,2024-01-22 11:55:00,173,200,1,16.73,356.65,55.7,412.35,Card,2,48.0,11,Monday,January,2024-01-22,False,21.32,15.62
1363,2024-01-10 07:29:00,2024-01-10 08:08:00,102,181,1,1.2,78.38,12.43,90.81,Card,1,39.0,7,Wednesday,January,2024-01-10,False,65.32,15.86
1364,2024-01-12 11:14:00,2024-01-12 11:19:00,128,130,1,19.72,415.11,41.43,456.54,Card,1,5.0,11,Friday,January,2024-01-12,False,21.05,9.98
1365,2024-01-21 17:46:00,2024-01-21 18:42:00,86,121,4,17.0,358.94,53.97,412.91,Card,2,56.0,17,Sunday,January,2024-01-21,False,21.11,15.04
1366,2024-01-03 01:43:00,2024-01-03 03:12:00,28,187,2,8.41,194.85,17.3,212.15,Card,1,89.0,1,Wednesday,January,2024-01-03,False,23.17,8.88
1367,2024-01-23 00:25:00,2024-01-23 01:39:00,122,227,1,8.02,187.44,29.82,217.26,Card,2,74.0,0,Tuesday,January,2024-01-23,False,23.37,15.91
1368,2024-01-15 08:22:00,2024-01-15 09:03:00,251,162,1,20.16,425.51,22.3,447.81,Cash,1,41.0,8,Monday,January,2024-01-15,False,21.11,5.24
1369,2024-01-17 07:50:00,2024-01-17 08:59:00,61,112,1,19.8,403.03,29.32,432.35,Card,1,69.0,7,Wednesday,January,2024-01-17,False,20.36,7.27
1370,2024-01-09 18:51:00,2024-01-09 19:46:00,171,134,1,9.46,211.12,18.31,229.43,Cash,1,55.0,18,Tuesday,January,2024-01-09,False,22.32,8.67
1371,2024-01-29 11:18:00,2024-01-29 11:23:00,113,186,1,8.17,216.45,35.92,252.37,Cash,2,5.0,11,Monday,January,2024-01-29,False,26.49,16.6
1372,2024-01-20 19:35:00,2024-01-20 20:00:00,194,175,3,14.44,329.33,19.75,349.08,Card,2,25.0,19,Saturday,January,2024-01-20,False,22.81,6.0
1373,2024-01-05 14:40:00,2024-01-05 15:37:00,19,261,1,1.2,72.94,5.7,78.64,Cash,2,57.0,14,Friday,January,2024-01-05,False,60.78,7.81
1374,2024-01-11 15:17:00,2024-01-11 15:37:00,93,224,1,2.98,94.41,9.8,104.21,Card,1,20.0,15,Thursday,January,2024-01-11,False,31.68,10.38
1375,2024-01-06 06:04:00,2024-01-06 07:09:00,217,252,1,4.03,134.36,6.9,141.26,Cash,1,65.0,6,Saturday,January,2024-01-06,False,33.34,5.14
1376,2024-01-19 23:45:00,2024-01-20 00:43:00,179,64,1,5.45,163.03,26.79,189.82,Card,2,58.0,23,Friday,January,2024-01-19,False,29.91,16.43
1377,2024-01-20 22:07:00,2024-01-20 22:51:00,191,124,5,13.29,282.97,37.92,320.89,Card,2,44.0,22,Saturday,January,2024-01-20,False,21.29,13.4
1378,2024-01-10 12:57:00,2024-01-10 13:27:00,163,70,1,24.81,490.64,90.82,581.46,Card,1,30.0,12,Wednesday,January,2024-01-10,False,19.78,18.51
1379,2024-01-07 11:23:00,2024-01-07 12:47:00,100,238,1,16.66,364.55,19.92,384.47,Cash,1,84.0,11,Sunday,January,2024-01-07,False,21.88,5.46
1380,2024-01-11 13:49:00,2024-01-11 14:58:00,187,75,1,2.47,112.12,10.17,122.29,Cash,1,69.0,13,Thursday,January,2024-01-11,False,45.39,9.07
1381,2024-01-06 21:42:00,2024-01-06 23:00:00,67,10,1,13.61,308.7,49.3,358.0,Card,1,78.0,21,Saturday,January,2024-01-06,False,22.68,15.97
1382,2024-01-01 09:05:00,2024-01-01 10:13:00,73,88,4,12.92,278.58,42.14,320.72,Card,1,68.0,9,Monday,January,2024-01-01,False,21.56,15.13
1383,2024-01-26 18:34:00,2024-01-26 19:21:00,232,50,1,4.46,132.63,11.47,144.1,Card,1,47.0,18,Friday,January,2024-01-26,False,29.74,8.65
1384,2024-01-21 10:30:00,2024-01-21 10:51:00,189,143,1,23.09,473.65,66.0,539.65,Cash,2,21.0,10,Sunday,January,2024-01-21,False,20.51,13.93
1385,2024-01-07 22:36:00,2024-01-07 23:39:00,50,59,1,11.58,253.25,42.82,296.07,Cash,1,63.0,22,Sunday,January,2024-01-07,False,21.87,16.91
1386,2024-01-20 07:08:00,2024-01-20 07:35:00,124,211,2,24.87,493.98,27.17,521.15,Card,2,27.0,7,Saturday,January,2024-01-20,False,19.86,5.5
1387,2024-01-21 19:29:00,2024-01-21 19:40:00,157,72,2,11.08,247.93,39.08,287.01,Card,1,11.0,19,Sunday,January,2024-01-21,False,22.38,15.76
1388,2024-01-10 15:59:00,2024-01-10 16:47:00,261,244,2,15.59,335.91,29.5,365.41,Card,1,48.0,15,Wednesday,January,2024-01-10,False,21.55,8.78
1389,2024-01-03 15:30:00,2024-01-03 16:27:00,195,239,1,3.51,118.5,22.77,141.27,Card,2,57.0,15,Wednesday,January,2024-01-03,False,33.76,19.22
1390,2024-01-22 05:46:00,2024-01-22 07:01:00,256,190,4,11.9,278.63,36.43,315.06,Cash,1,75.0,5,Monday,January,2024-01-22,False,23.41,13.07
1391,2024-01-28 18:14:00,2024-01-28 19:37:00,200,50,1,6.73,183.73,10.11,193.84,Card,2,83.0,18,Sunday,January,2024-01-28,False,27.3,5.5
1392,2024-01-30 00:13:00,2024-01-30 00:51:00,68,205,1,21.05,446.31,49.32,495.63,Card,2,38.0,0,Tuesday,January,2024-01-30,False,21.2,11.05
1393,2024-01-12 08:51:00,2024-01-12 09:41:00,80,54,2,19.81,421.57,82.18,503.75,Cash,2,50.0,8,Friday,January,2024-01-12,False,21.28,19.49
1394,2024-01-21 13:49:00,2024-01-21 15:01:00,233,224,1,20.78,421.66,67.28,488.94,Card,1,72.0,13,Sunday,January,2024-01-21,False,20.29,15.96
1395,2024-01-06 20:36:00,2024-01-06 21:58:00,186,156,1,18.37,380.6,36.18,416.78,Card,2,82.0,20,Saturday,January,2024-01-06,False,20.72,9.51
1396,2024-01-10 00:24:00,2024-01-10 01:46:00,105,51,1,20.98,432.65,58.97,491.62,Card,2,82.0,0,Wednesday,January,2024-01-10,False,20.62,13.63
1397,2024-01-23 22:39:00,2024-01-23 22:59:00,142,241,1,5.82,145.19,20.31,165.5,Card,1,20.0,22,Tuesday,January,2024-01-23,False,24.95,13.99
1398,2024-01-14 19:35:00,2024-01-14 20:50:00,124,161,1,11.85,280.42,15.0,295.42,Card,2,75.0,19,Sunday,January,2024-01-14,False,23.66,5.35
1399,2024-01-13 14:35:00,2024-01-13 14:58:00,223,129,2,17.6,358.13,27.51,385.64,Cash,2,23.0,14,Saturday,January,2024-01-13,False,20.35,7.68
1400,2024-01-08 08:56:00,2024-01-08 09:02:00,174,85,1,16.3,343.07,45.55,388.62,Card,1,6.0,8,Monday,January,2024-01-08,False,21.05,13.28
1401,2024-01-26 18:49:00,2024-01-26 19:03:00,191,69,2,18.19,384.5,42.45,426.95,Card,2,14.0,18,Friday,January,2024-01-26,False,21.14,11.04
1402,2024-01-28 15:57:00,2024-01-28 16:51:00,140,55,3,6.38,170.38,13.38,183.76,Card,1,54.0,15,Sunday,January,2024-01-28,False,26.71,7.85
1403,2024-01-18 01:34:00,2024-01-18 02:59:00,119,85,1,3.36,120.11,19.93,140.04,Card,2,85.0,1,Thursday,January,2024-01-18,False,35.75,16.59
1404,2024-01-03 09:10:00,2024-01-03 09:26:00,76,80,1,23.0,469.83,57.95,527.78,Card,1,16.0,9,Wednesday,January,2024-01-03,False,20.43,12.33
1405,2024-01-09 19:16:00,2024-01-09 20:30:00,109,220,3,14.44,306.79,29.6,336.39,Card,2,74.0,19,Tuesday,January,2024-01-09,False,21.25,9.65
1406,2024-01-08 12:16:00,2024-01-08 12:42:00,119,110,2,4.69,130.45,9.69,140.14,Cash,2,26.0,12,Monday,January,2024-01-08,False,27.81,7.43
1407,2024-01-23 17:33:00,2024-01-23 18:09:00,258,253,1,20.04,427.94,60.63,488.57,Card,1,36.0,17,Tuesday,January,2024-01-23,False,21.35,14.17
1408,2024-01-14 23:44:00,2024-01-15 01:12:00,20,164,1,22.96,461.2,69.15,530.35,Card,2,88.0,23,Sunday,January,2024-01-14,False,20.09,14.99
1409,2024-01-02 10:10:00,2024-01-02 10:15:00,119,103,2,5.07,139.69,21.01,160.7,Card,2,5.0,10,Tuesday,January,2024-01-02,False,27.55,15.04
1410,2024-01-24 13:33:00,2024-01-24 14:31:00,137,113,2,20.62,423.55,35.17,458.72,Card,2,58.0,13,Wednesday,January,2024-01-24,False,20.54,8.3
1411,2024-01-18 07:51:00,2024-01-18 08:53:00,255,252,2,23.4,465.38,64.83,530.21,Card,1,62.0,7,Thursday,January,2024-01-18,False,19.89,13.93
1412,2024-01-23 12:13:00,2024-01-23 13:27:00,167,152,2,23.52,478.58,88.93,567.51,Card,1,74.0,12,Tuesday,January,2024-01-23,False,20.35,18.58
1413,2024-01-25 04:01:00,2024-01-25 05:28:00,165,251,2,22.94,472.87,48.7,521.57,Cash,1,87.0,4,Thursday,January,2024-01-25,False,20.61,10.3
1414,2024-01-23 20:33:00,2024-01-23 20:55:00,29,88,1,14.11,317.56,25.92,343.48,Card,2,22.0,20,Tuesday,January,2024-01-23,False,22.51,8.16
1415,2024-01-29 04:40:00,2024-01-29 04:50:00,35,100,2,9.55,233.24,38.68,271.92,Card,1,10.0,4,Monday,January,2024-01-29,False,24.42,16.58
1416,2024-01-18 13:20:00,2024-01-18 14:09:00,237,120,6,1.17,65.49,5.01,70.5,Cash,2,49.0,13,Thursday,January,2024-01-18,False,55.97,7.65
1417,2024-01-18 01:17:00,2024-01-18 01:44:00,90,204,1,2.46,97.96,8.63,106.59,Card,1,27.0,1,Thursday,January,2024-01-18,False,39.82,8.81
1418,2024-01-25 14:00:00,2024-01-25 14:27:00,203,149,2,11.29,244.38,15.91,260.29,Card,1,27.0,14,Thursday,January,2024-01-25,False,21.65,6.51
1419,2024-01-04 02:54:00,2024-01-04 03:24:00,228,201,1,10.58,230.97,20.83,251.8,Card,1,30.0,2,Thursday,January,2024-01-04,False,21.83,9.02
1420,2024-01-11 12:32:00,2024-01-11 13:53:00,68,3,1,5.43,150.94,16.84,167.78,Cash,1,81.0,12,Thursday,January,2024-01-11,False,27.8,11.16
1421,2024-01-17 14:15:00,2024-01-17 14:26:00,131,68,4,10.49,236.41,14.1,250.51,Cash,2,11.0,14,Wednesday,January,2024-01-17,False,22.54,5.96
1422,2024-01-07 08:35:00,2024-01-07 09:58:00,111,154,1,5.19,153.92,27.82,181.74,Card,1,83.0,8,Sunday,January,2024-01-07,False,29.66,18.07
1423,2024-01-23 03:23:00,2024-01-23 04:11:00,12,182,1,21.37,446.39,56.71,503.1,Card,2,48.0,3,Tuesday,January,2024-01-23,False,20.89,12.7
1424,2024-01-30 23:54:00,2024-01-31 00:25:00,175,13,1,8.16,213.74,29.54,243.28,Card,1,31.0,23,Tuesday,January,2024-01-30,False,26.19,13.82
1425,2024-01-30 20:41:00,2024-01-30 21:11:00,154,189,1,15.37,339.48,35.88,375.36,Card,2,30.0,20,Tuesday,January,2024-01-30,False,22.09,10.57
1426,2024-01-02 06:28:00,2024-01-02 07:51:00,43,20,2,13.07,276.71,41.64,318.35,Card,2,83.0,6,Tuesday,January,2024-01-02,False,21.17,15.05
1427,2024-01-30 02:18:00,2024-01-30 02:58:00,205,10,1,2.25,91.65,10.52,102.17,Card,1,40.0,2,Tuesday,January,2024-01-30,False,40.73,11.48
1428,2024-01-23 07:23:00,2024-01-23 08:22:00,172,188,1,23.61,473.17,77.69,550.86,Cash,2,59.0,7,Tuesday,January,2024-01-23,False,20.04,16.42
1429,2024-01-27 02:13:00,2024-01-27 03:21:00,52,19,1,13.65,297.28,51.49,348.77,Card,2,68.0,2,Saturday,January,2024-01-27,False,21.78,17.32
1430,2024-01-01 13:26:00,2024-01-01 14:27:00,115,143,1,8.8,203.2,30.64,233.84,Card,1,61.0,13,Monday,January,2024-01-01,False,23.09,15.08
1431,2024-01-29 10:50:00,2024-01-29 12:03:00,19,103,2,4.8,129.33,16.0,145.33,Cash,1,73.0,10,Monday,January,2024-01-29,False,26.94,12.37
1432,2024-01-21 15:57:00,2024-01-21 17:02:00,35,241,2,9.12,219.79,36.78,256.57,Cash,1,65.0,15,Sunday,January,2024-01-21,False,24.1,16.73
1433,2024-01-25 01:16:00,2024-01-25 01:22:00,48,152,1,1.49,88.43,10.98,99.41,Card,2,6.0,1,Thursday,January,2024-01-25,False,59.35,12.42
1434,2024-01-11 02:41:00,2024-01-11 03:40:00,233,188,1,9.73,236.2,15.76,251.96,Cash,1,59.0,2,Thursday,January,2024-01-11,False,24.28,6.67
1435,2024-01-17 20:22:00,2024-01-17 21:46:00,219,210,2,13.76,301.21,20.32,321.53,Card,1,84.0,20,Wednesday,January,2024-01-17,False,21.89,6.75
1436,2024-01-11 08:19:00,2024-01-11 09:01:00,110,177,1,21.92,450.23,86.57,536.8,Card,2,42.0,8,Thursday,January,2024-01-11,False,20.54,19.23
1437,2024-01-12 01:34:00,2024-01-12 02:58:00,254,194,1,17.5,370.49,30.39,400.88,Card,1,84.0,1,Friday,January,2024-01-12,False,21.17,8.2
1438,2024-01-27 12:37:00,2024-01-27 13:59:00,188,177,2,3.68,126.99,21.89,148.88,Card,1,82.0,12,Saturday,January,2024-01-27,False,34.51,17.24
1439,2024-01-30 01:24:00,2024-01-30 01:57:00,31,66,1,4.55,123.34,10.73,134.07,Card,2,33.0,1,Tuesday,January,2024-01-30,False,27.11,8.7
1440,2024-01-26 05:32:00,2024-01-26 06:02:00,259,2,1,11.27,264.16,30.28,294.44,Card,1,30.0,5,Friday,January,2024-01-26,False,23.44,11.46
1441,2024-01-24 17:17:00,2024-01-24 17:56:00,163,60,1,5.7,160.07,23.73,183.8,Card,2,39.0,17,Wednesday,January,2024-01-24,False,28.08,14.82
1442,2024-01-09 01:13:00,2024-01-09 02:36:00,71,43,1,1.67,76.0,5.61,81.61,Card,1,83.0,1,Tuesday,January,2024-01-09,False,45.51,7.38
1443,2024-01-28 19:22:00,2024-01-28 20:33:00,56,93,1,20.32,407.23,65.4,472.63,Card,2,71.0,19,Sunday,January,2024-01-28,False,20.04,16.06
1444,2024-01-13 00:40:00,2024-01-13 01:13:00,99,226,6,1.47,69.72,10.7,80.42,Card,2,33.0,0,Saturday,January,2024-01-13,False,47.43,15.35
1445,2024-01-20 00:16:00,2024-01-20 00:54:00,21,63,1,20.94,432.66,56.88,489.54,Card,1,38.0,0,Saturday,January,2024-01-20,False,20.66,13.15
1446,2024-01-10 20:39:00,2024-01-10 21:24:00,108,14,2,4.46,143.03,19.29,162.32,Card,1,45.0,20,Wednesday,January,2024-01-10,False,32.07,13.49
1447,2024-01-12 00:36:00,2024-01-12 01:21:00,53,28,3,24.39,489.06,32.21,521.27,Card,2,45.0,0,Friday,January,2024-01-12,False,20.05,6.59
1448,2024-01-06 17:25:00,2024-01-06 17:52:00,6,142,2,15.49,330.19,38.1,368.29,Cash,2,27.0,17,Saturday,January,2024-01-06,False,21.32,11.54
1449,2024-01-06 00:14:00,2024-01-06 01:29:00,231,108,2,18.64,403.54,25.42,428.96,Card,2,75.0,0,Saturday,January,2024-01-06,False,21.65,6.3
1450,2024-01-01 12:06:00,2024-01-01 12:13:00,82,78,2,3.65,112.09,10.78,122.87,Card,1,7.0,12,Monday,January,2024-01-01,False,30.71,9.62
1451,2024-01-08 21:22:00,2024-01-08 22:24:00,217,247,1,21.69,433.53,80.22,513.75,Card,2,62.0,21,Monday,January,2024-01-08,False,19.99,18.5
1452,2024-01-13 16:57:00,2024-01-13 17:33:00,47,12,3,21.14,430.82,58.67,489.49,Card,2,36.0,16,Saturday,January,2024-01-13,False,20.38,13.62
1453,2024-01-22 03:28:00,2024-01-22 04:03:00,241,184,1,16.67,362.44,58.5,420.94,Card,1,35.0,3,Monday,January,2024-01-22,False,21.74,16.14
1454,2024-01-19 04:12:00,2024-01-19 05:38:00,178,240,3,13.05,293.68,39.96,333.64,Card,1,86.0,4,Friday,January,2024-01-19,False,22.5,13.61
1455,2024-01-30 18:34:00,2024-01-30 19:21:00,82,263,2,18.32,382.23,30.25,412.48,Card,2,47.0,18,Tuesday,January,2024-01-30,False,20.86,7.91
1456,2024-01-06 07:37:00,2024-01-06 07:48:00,192,73,3,1.14,89.46,12.45,101.91,Card,2,11.0,7,Saturday,January,2024-01-06,False,78.47,13.92
1457,2024-01-14 02:10:00,2024-01-14 02:15:00,143,68,1,15.22,336.01,54.87,390.88,Card,2,5.0,2,Sunday,January,2024-01-14,False,22.08,16.33
1458,2024-01-18 15:45:00,2024-01-18 16:50:00,41,220,3,21.34,425.98,30.14,456.12,Card,1,65.0,15,Thursday,January,2024-01-18,False,19.96,7.08
1459,2024-01-19 12:45:00,2024-01-19 13:03:00,87,47,1,9.57,234.6,40.48,275.08,Card,1,18.0,12,Friday,January,2024-01-19,False,24.51,17.25
1460,2024-01-18 01:38:00,2024-01-18 02:34:00,3,58,2,3.6,105.52,14.07,119.59,Cash,2,56.0,1,Thursday,January,2024-01-18,False,29.31,13.33
1461,2024-01-21 00:31:00,2024-01-21 00:41:00,211,24,1,11.1,259.31,13.13,272.44,Card,1,10.0,0,Sunday,January,2024-01-21,False,23.36,5.06
1462,2024-01-06 11:46:00,2024-01-06 12:00:00,1,24,2,18.45,378.41,48.42,426.83,Card,1,14.0,11,Saturday,January,2024-01-06,False,20.51,12.8
1463,2024-01-06 01:27:00,2024-01-06 02:42:00,75,64,2,3.58,125.33,13.7,139.03,Card,1,75.0,1,Saturday,January,2024-01-06,False,35.01,10.93
1464,2024-01-24 09:00:00,2024-01-24 09:34:00,231,255,1,5.95,156.39,14.77,171.16,Card,1,34.0,9,Wednesday,January,2024-01-24,False,26.28,9.44
1465,2024-01-08 02:22:00,2024-01-08 02:47:00,76,148,1,4.54,147.91,24.51,172.42,Card,1,25.0,2,Monday,January,2024-01-08,False,32.58,16.57
1466,2024-01-27 00:03:00,2024-01-27 01:07:00,260,116,1,20.13,412.45,76.27,488.72,Card,1,64.0,0,Saturday,January,2024-01-27,False,20.49,18.49
1467,2024-01-25 02:21:00,2024-01-25 03:46:00,25,98,2,2.51,103.77,17.06,120.83,Card,2,85.0,2,Thursday,January,2024-01-25,False,41.34,16.44
1468,2024-01-13 08:04:00,2024-01-13 09:22:00,200,239,2,17.48,363.22,64.3,427.52,Cash,2,78.0,8,Saturday,January,2024-01-13,False,20.78,17.7
1469,2024-01-13 06:34:00,2024-01-13 07:41:00,94,93,1,9.79,243.74,45.41,289.15,Card,1,67.0,6,Saturday,January,2024-01-13,False,24.9,18.63
1470,2024-01-13 12:24:00,2024-01-13 13:10:00,108,65,1,19.14,407.95,76.24,484.19,Card,2,46.0,12,Saturday,January,2024-01-13,False,21.31,18.69
1471,2024-01-17 13:54:00,2024-01-17 14:49:00,95,174,2,24.15,482.0,32.39,514.39,Cash,2,55.0,13,Wednesday,January,2024-01-17,False,19.96,6.72
1472,2024-01-23 10:04:00,2024-01-23 11:12:00,91,235,1,3.75,135.96,16.11,152.07,Card,2,68.0,10,Tuesday,January,2024-01-23,False,36.26,11.85
